age,assists,attempted_field_goals,attempted_free_throws,attempted_three_point_field_goals,blocks,defensive_rebounds,games_played,games_started,made_field_goals,made_free_throws,made_three_point_field_goals,minutes_played,name,offensive_rebounds,personal_fouls,points,positions,slug,steals,team,turnovers,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,steal_percentage,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes,year
31,112,576,108,389,6,80,63,1,247,93,148,1430,Patty Mills,19,98,735,[<Position.POINT_GUARD: 'POINT GUARD'>],millspa02,52,SAN_ANTONIO_SPURS,51,11.3,0.4,-0.1,-1.2,6.0,0.5,0.188,1.1,1.4,2.1,14.7,1.7,0.675,3.7,0.589,7.6,20.5,0.7,2.6,0.086,2020
34,70,387,126,109,28,173,44,41,188,105,48,1075,Paul Millsap,87,127,529,[<Position.POWER_FORWARD: 'POWER FORWARD'>],millspa01,38,DENVER_NUGGETS,61,9.5,2.4,0.6,0.0,17.9,1.4,0.326,0.6,9.0,2.0,17.7,1.7,0.282,13.5,0.598,12.1,20.3,0.7,3.4,0.151,2020
23,71,217,51,106,6,57,32,16,108,39,48,611,Shake Milton,11,69,303,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],miltosh01,19,PHILADELPHIA_76ERS,38,17.4,0.8,-0.3,-0.6,10.3,0.6,0.235,0.3,2.0,1.1,15.2,1.5,0.488,6.1,0.633,13.7,19.6,0.3,1.7,0.134,2020
23,264,1235,290,428,12,232,63,63,560,249,156,2165,Donovan Mitchell,44,154,1525,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitchdo01,66,UTAH_JAZZ,167,21.2,0.5,1.9,-0.5,11.2,2.2,0.235,2.4,2.3,3.0,19.1,1.5,0.347,7.0,0.56,10.9,31.0,2.1,5.2,0.115,2020
26,7,16,0,11,1,6,3,0,6,0,2,43,Naz Mitrou-Long,0,1,14,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mitrona01,1,INDIANA_PACERS,2,22.2,2.0,0.5,2.4,15.3,0.0,0.0,-1.9,0.0,0.0,10.1,1.1,0.688,7.7,0.438,11.1,18.4,0.0,0.0,0.015,2020
21,4,28,4,15,0,3,11,0,12,2,6,112,Adam Mokoka,7,17,32,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mokokad01,4,CHICAGO_BULLS,2,5.0,0.0,-4.1,-1.0,3.1,0.1,0.143,-3.1,6.6,0.1,8.2,1.7,0.536,4.9,0.538,6.3,12.1,-0.1,0.2,0.073,2020
21,114,488,100,204,16,130,55,1,212,82,58,1169,Malik Monk,27,74,564,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],monkma01,25,CHARLOTTE_HORNETS,77,16.6,1.3,-2.3,-1.3,12.6,0.6,0.205,-1.0,2.4,0.1,12.7,1.1,0.418,7.3,0.53,12.6,22.9,-0.1,0.7,0.028,2020
22,1,4,0,2,1,3,4,0,1,0,0,19,Matt Mooney,0,1,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],moonema01,2,CLEVELAND_CAVALIERS,0,6.7,4.5,-0.3,5.0,17.7,0.0,0.0,-5.3,0.0,0.0,8.1,5.1,0.5,8.8,0.25,0.0,9.0,0.0,0.0,0.006,2020
30,73,410,43,160,10,94,51,5,174,29,60,958,E'Twaun Moore,29,77,437,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],mooreet01,28,NEW_ORLEANS_PELICANS,38,10.9,0.9,-2.9,-1.0,10.4,0.6,0.105,-2.0,3.2,0.2,11.1,1.4,0.39,6.8,0.509,8.1,19.9,-0.2,0.8,0.042,2020
20,409,800,265,139,15,164,59,59,393,204,51,1771,Ja Morant,44,90,1041,[<Position.POINT_GUARD: 'POINT GUARD'>],moranja01,54,MEMPHIS_GRIZZLIES,191,34.6,0.7,0.4,-1.3,9.5,1.2,0.331,1.6,2.7,2.2,18.0,1.4,0.174,6.2,0.568,17.2,26.0,1.1,3.4,0.093,2020
22,2,17,0,5,1,14,16,0,9,0,1,74,Juwan Morgan,5,7,19,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morgaju01,0,UTAH_JAZZ,3,3.8,1.1,-3.3,-0.4,19.8,0.1,0.0,-2.9,7.8,0.0,8.8,0.0,0.294,14.1,0.559,15.0,11.9,0.0,0.1,0.066,2020
30,59,636,198,264,17,185,43,43,281,163,116,1387,Marcus Morris,48,128,841,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],morrima03,34,NEW_YORK_KNICKS,73,6.8,1.2,0.8,-1.1,14.7,0.8,0.311,1.9,3.6,2.2,16.5,1.2,0.415,9.0,0.582,9.2,24.4,1.0,2.9,0.101,2020
30,18,114,11,60,10,41,12,12,44,9,17,340,Marcus Morris,7,33,114,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima03,8,LOS_ANGELES_CLIPPERS,15,7.2,2.6,-2.6,0.5,12.2,0.4,0.096,-3.1,2.2,-0.2,7.7,1.1,0.526,7.3,0.48,11.2,16.4,-0.1,0.2,0.033,2020
30,69,389,79,189,11,149,44,16,175,61,75,988,Markieff Morris,24,104,486,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,26,DETROIT_PISTONS,70,11.0,0.9,-2.1,-1.0,17.3,0.7,0.203,-1.0,2.7,0.3,12.7,1.3,0.486,9.9,0.573,14.2,21.8,0.0,1.0,0.049,2020
30,5,36,4,21,4,16,8,0,14,4,6,118,Markieff Morris,10,16,38,[<Position.POWER_FORWARD: 'POWER FORWARD'>],morrima02,2,LOS_ANGELES_LAKERS,5,5.5,3.0,-2.4,0.1,14.4,0.2,0.111,-2.5,9.5,0.1,9.8,0.8,0.583,12.0,0.503,11.7,15.3,0.0,0.2,0.086,2020
24,230,484,62,144,16,92,65,8,222,51,54,1402,Monte Morris,20,64,549,[<Position.POINT_GUARD: 'POINT GUARD'>],morrimo01,53,DENVER_NUGGETS,45,23.3,1.1,0.1,-0.1,7.3,1.2,0.128,0.2,1.6,2.2,14.9,1.9,0.298,4.4,0.537,8.1,17.2,0.8,3.4,0.117,2020
24,8,15,7,1,0,7,13,0,11,5,1,41,Johnathan Motley,3,6,28,[<Position.POWER_FORWARD: 'POWER FORWARD'>],motlejo01,3,LOS_ANGELES_CLIPPERS,5,32.8,0.0,8.1,3.3,17.2,0.1,0.467,4.8,7.7,0.2,28.4,3.4,0.067,12.6,0.774,21.7,23.4,0.1,0.3,0.299,2020
23,107,289,69,76,10,98,48,1,136,52,27,752,Emmanuel Mudiay,17,64,351,[<Position.POINT_GUARD: 'POINT GUARD'>],mudiaem01,19,UTAH_JAZZ,65,21.8,1.1,-1.1,0.1,13.7,0.8,0.239,-1.2,2.6,0.3,13.7,1.2,0.263,8.4,0.55,16.9,22.4,0.2,1.1,0.071,2020
25,8,67,12,52,1,20,7,3,26,9,16,204,Mychal Mulder,3,20,77,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],muldemy01,2,GOLDEN_STATE_WARRIORS,5,5.8,0.4,-6.1,-2.9,11.0,0.0,0.179,-3.3,1.5,0.1,7.8,0.5,0.776,6.1,0.533,6.5,16.2,-0.2,0.1,0.017,2020
23,237,537,94,90,16,268,58,50,255,75,34,1447,Dejounte Murray,67,128,619,[<Position.POINT_GUARD: 'POINT GUARD'>],murrade01,100,SAN_ANTONIO_SPURS,108,23.7,1.0,1.0,1.5,20.0,1.7,0.175,-0.5,5.0,0.9,17.1,3.3,0.168,12.5,0.535,15.7,20.6,1.1,2.6,0.087,2020
22,266,846,177,304,16,175,55,55,385,158,105,1804,Jamal Murray,42,97,1033,[<Position.POINT_GUARD: 'POINT GUARD'>],murraja01,64,DENVER_NUGGETS,124,22.7,0.8,1.1,-0.7,10.8,1.6,0.209,1.8,2.6,2.5,17.5,1.8,0.359,6.7,0.559,11.8,25.2,1.4,4.2,0.111,2020
20,31,139,44,65,1,52,35,0,50,33,15,404,Džanan Musa,19,25,148,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],musadz01,13,BROOKLYN_NETS,29,11.0,0.2,-4.8,-0.7,12.9,0.4,0.317,-4.1,5.0,-0.4,8.4,1.5,0.468,9.0,0.467,15.5,19.4,-0.3,0.0,0.006,2020
28,34,159,22,120,11,81,41,0,64,18,43,492,Mike Muscala,13,51,189,[<Position.CENTER: 'CENTER'>],muscami01,8,OKLAHOMA_CITY_THUNDER,14,9.8,1.9,-0.2,-0.1,17.7,0.5,0.138,-0.1,3.0,0.5,12.2,0.8,0.755,10.6,0.56,7.7,16.4,0.2,1.0,0.102,2020
22,106,405,70,285,4,87,56,27,166,57,115,1265,Sviatoslav Mykhailiuk,17,87,504,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],mykhasv01,41,DETROIT_PISTONS,61,12.3,0.3,-1.8,-1.2,7.9,0.6,0.173,-0.7,1.5,1.0,11.2,1.6,0.704,4.7,0.578,12.3,17.1,0.0,1.6,0.06,2020
26,35,220,62,105,20,76,48,5,100,48,39,756,Abdel Nader,14,65,287,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],naderab01,20,OKLAHOMA_CITY_THUNDER,36,6.6,2.3,-0.8,0.2,10.8,0.7,0.282,-1.1,2.1,0.4,11.2,1.3,0.477,6.6,0.58,12.7,16.5,0.2,1.1,0.072,2020
27,123,431,74,159,22,303,56,10,229,50,56,1472,Larry Nance Jr.,106,91,564,[<Position.CENTER: 'CENTER'>],nancela02,56,CLEVELAND_CAVALIERS,60,12.3,1.3,1.8,0.3,23.1,1.1,0.172,1.4,7.9,2.8,17.3,1.9,0.369,15.4,0.608,11.5,15.2,1.4,3.9,0.128,2020
28,187,283,88,159,7,93,36,22,114,72,47,856,Shabazz Napier,17,62,347,[<Position.POINT_GUARD: 'POINT GUARD'>],napiesh01,40,MINNESOTA_TIMBERWOLVES,76,31.3,0.7,-0.8,-0.2,11.9,0.6,0.311,-0.5,2.0,0.6,13.9,2.2,0.562,6.8,0.539,19.1,19.1,0.3,1.3,0.071,2020
28,66,130,53,63,2,28,15,8,56,44,24,378,Shabazz Napier,8,31,180,[<Position.POINT_GUARD: 'POINT GUARD'>],napiesh01,26,WASHINGTON_WIZARDS,35,24.2,0.5,0.1,-0.2,8.5,0.2,0.408,0.2,2.2,0.4,15.7,3.2,0.485,5.2,0.587,18.6,20.7,0.2,0.6,0.082,2020
27,77,175,31,71,5,41,49,3,79,26,28,565,Raul Neto,11,43,212,[<Position.POINT_GUARD: 'POINT GUARD'>],netora01,22,PHILADELPHIA_76ERS,42,19.3,0.8,-1.9,-0.1,8.0,0.6,0.177,-1.8,2.1,0.2,11.5,1.9,0.406,5.1,0.562,18.2,17.6,0.0,0.8,0.071,2020
22,0,2,2,1,0,0,1,0,0,2,0,4,Malik Newman,0,0,2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],newmama01,0,CLEVELAND_CAVALIERS,1,0.0,0.0,-25.9,-11.3,0.0,0.0,1.0,-14.5,0.0,0.0,-11.3,0.0,0.5,0.0,0.347,25.8,41.5,0.0,0.0,-0.503,2020
26,35,265,22,185,5,97,58,0,120,19,77,772,Georges Niang,12,63,336,[<Position.POWER_FORWARD: 'POWER FORWARD'>],niangge01,13,UTAH_JAZZ,26,6.7,0.5,0.5,-0.4,13.2,0.7,0.083,0.9,1.8,1.0,12.4,0.8,0.698,7.7,0.612,8.6,17.1,0.5,1.7,0.105,2020
25,53,254,98,3,82,189,55,6,174,75,1,1014,Nerlens Noel,82,143,424,[<Position.CENTER: 'CENTER'>],noelne01,56,OKLAHOMA_CITY_THUNDER,54,7.9,6.9,4.0,3.4,20.0,2.1,0.386,0.5,9.3,2.7,21.7,2.7,0.012,14.8,0.714,15.4,15.3,1.5,4.8,0.225,2020
22,0,1,0,0,0,1,2,0,0,0,0,5,Zach Norvell,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],norveza01,0,LOS_ANGELES_LAKERS,0,0.0,0.0,-12.6,-2.4,21.3,0.0,0.0,-10.2,0.0,0.0,-5.6,0.0,0.0,10.9,0.0,0.0,8.4,0.0,0.0,-0.149,2020
22,3,11,1,8,0,5,3,0,3,1,3,36,Zach Norvell,0,4,10,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],norveza01,2,GOLDEN_STATE_WARRIORS,3,11.7,0.0,-7.7,-1.1,15.6,0.0,0.091,-6.7,0.0,-0.1,3.7,2.7,0.727,7.5,0.437,20.8,17.1,-0.1,-0.1,-0.075,2020
20,19,53,17,26,1,10,15,0,19,16,3,151,Jaylen Nowell,3,11,57,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],nowelja01,3,MINNESOTA_TIMBERWOLVES,3,17.8,0.6,-3.7,-0.8,7.3,0.0,0.321,-2.9,2.0,0.1,10.5,0.9,0.491,4.5,0.471,4.7,17.3,-0.1,0.2,0.051,2020
21,172,333,59,137,16,98,57,26,131,51,44,1187,Frank Ntilikina,23,142,357,[<Position.POINT_GUARD: 'POINT GUARD'>],ntilila01,54,NEW_YORK_KNICKS,71,20.2,1.3,-3.2,0.4,9.1,0.8,0.177,-3.6,2.0,0.1,9.8,2.2,0.411,5.4,0.497,16.5,15.4,-0.4,0.9,0.037,2020
24,210,850,92,362,11,149,62,62,381,77,131,1846,Kendrick Nunn,19,142,970,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],nunnke01,51,MIAMI_HEAT,101,18.7,0.6,-2.0,-1.3,8.7,1.4,0.108,-0.7,1.2,1.0,13.5,1.4,0.426,5.1,0.545,10.2,23.7,0.0,2.4,0.064,2020
27,8,71,27,28,12,37,20,0,37,18,12,268,David Nwaba,8,32,104,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],nwabada01,11,BROOKLYN_NETS,8,4.4,3.7,1.0,2.0,13.9,0.4,0.38,-1.1,3.2,0.4,14.0,1.9,0.394,8.6,0.627,8.8,14.2,0.2,0.8,0.142,2020
26,163,321,49,211,28,317,64,55,141,36,82,1862,Royce O'Neale,22,180,400,[<Position.POWER_FORWARD: 'POWER FORWARD'>],onealro01,47,UTAH_JAZZ,50,11.5,1.3,0.8,2.1,17.8,2.2,0.153,-1.3,1.4,1.8,9.3,1.2,0.657,10.0,0.584,12.7,9.3,1.3,4.0,0.104,2020
29,35,72,19,23,22,66,26,1,35,10,7,258,Kyle O'Quinn,32,35,87,[<Position.CENTER: 'CENTER'>],oquinky01,5,PHILADELPHIA_76ERS,18,19.1,7.3,1.5,2.2,28.3,0.5,0.264,-0.7,13.7,0.3,18.1,0.9,0.319,21.0,0.541,18.3,16.5,0.2,0.8,0.155,2020
25,31,159,28,98,5,100,61,5,65,25,36,891,Semi Ojeleye,24,63,191,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ojelese01,18,BOSTON_CELTICS,12,4.5,0.5,-1.6,0.5,11.9,0.9,0.176,-2.1,2.9,0.8,7.6,1.0,0.616,7.5,0.557,6.5,8.8,0.1,1.7,0.091,2020
24,36,144,58,2,19,73,28,9,88,37,1,424,Jahlil Okafor,46,63,214,[<Position.CENTER: 'CENTER'>],okafoja01,7,NEW_ORLEANS_PELICANS,36,12.6,3.7,-0.2,0.6,18.2,0.4,0.403,-0.8,11.4,0.7,17.8,0.8,0.014,14.8,0.631,17.5,19.8,0.2,1.1,0.129,2020
22,113,181,67,71,4,72,54,3,72,46,25,707,Elie Okobo,16,53,215,[<Position.POINT_GUARD: 'POINT GUARD'>],okoboel01,24,PHOENIX_SUNS,38,21.5,0.5,-2.1,-0.1,11.6,0.5,0.37,-2.0,2.5,0.4,10.5,1.6,0.392,6.9,0.511,15.3,14.9,0.0,0.9,0.059,2020
21,99,398,191,154,26,181,62,28,170,152,41,1547,Josh Okogie,87,139,533,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],okogijo01,68,MINNESOTA_TIMBERWOLVES,87,8.9,1.4,-2.4,0.0,12.8,1.2,0.48,-2.4,5.7,1.0,11.5,2.0,0.387,9.1,0.553,15.3,15.1,-0.1,2.2,0.067,2020
20,1,5,2,1,1,4,5,0,3,1,0,26,KZ Okpala,1,2,7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],okpalkz01,2,MIAMI_HEAT,1,5.5,3.8,2.7,4.0,16.6,0.0,0.4,-1.2,4.5,0.0,13.7,3.8,0.2,10.8,0.595,14.5,11.7,0.0,0.1,0.119,2020
27,39,161,41,69,3,34,13,10,63,32,21,337,Victor Oladipo,7,21,179,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],oladivi01,11,INDIANA_PACERS,28,16.9,0.8,-3.0,-1.3,11.0,0.4,0.255,-1.7,2.3,-0.3,12.0,1.6,0.429,6.7,0.5,13.5,27.0,-0.1,0.1,0.008,2020
28,97,317,82,185,18,222,59,6,151,70,80,1089,Kelly Olynyk,37,144,452,[<Position.CENTER: 'CENTER'>],olynyke01,38,MIAMI_HEAT,63,13.2,1.6,1.1,1.0,22.0,1.5,0.259,0.1,4.0,1.7,14.7,1.7,0.584,13.4,0.64,15.1,16.9,0.8,3.2,0.14,2020
22,0,2,0,1,0,2,5,0,0,0,0,11,Miye Oni,0,0,0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],onimi01,0,UTAH_JAZZ,1,0.0,0.0,-17.3,-4.6,19.1,0.0,0.0,-12.7,0.0,-0.1,-9.9,0.0,0.5,10.0,0.0,33.3,12.0,0.0,-0.1,-0.285,2020
24,154,609,94,321,16,192,65,65,266,63,123,1910,Cedi Osman,39,160,718,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],osmande01,54,CLEVELAND_CAVALIERS,91,11.6,0.7,-2.6,-0.9,11.3,0.5,0.154,-1.6,2.2,1.1,10.7,1.4,0.527,6.7,0.552,12.3,16.6,-0.3,1.6,0.04,2020
24,85,826,246,307,40,294,56,55,373,192,108,1933,Kelly Oubre Jr.,67,192,1046,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],oubreke01,71,PHOENIX_SUNS,83,6.7,1.8,-0.6,-0.4,17.3,1.9,0.298,-0.3,3.8,1.7,14.9,1.7,0.372,10.4,0.56,8.2,22.4,0.7,3.6,0.09,2020
24,0,5,2,2,0,1,3,0,1,2,0,15,Tariq Owens,2,1,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],owensta01,1,PHOENIX_SUNS,0,0.0,0.0,-5.9,-2.8,7.6,0.0,0.4,-3.1,14.5,0.0,8.4,3.2,0.4,11.1,0.34,0.0,16.7,0.0,0.0,0.017,2020
33,8,22,1,7,0,2,3,0,11,0,3,44,Jeremy Pargo,1,8,25,[<Position.POINT_GUARD: 'POINT GUARD'>],pargoje01,1,GOLDEN_STATE_WARRIORS,4,33.2,0.0,-5.9,-3.1,5.1,0.0,0.045,-2.8,2.4,0.0,12.7,1.1,0.318,3.7,0.557,15.1,25.7,0.0,0.0,0.011,2020
24,58,393,72,115,15,137,32,23,198,53,31,837,Jabari Parker,54,93,480,[<Position.POWER_FORWARD: 'POWER FORWARD'>],parkeja01,42,ATLANTA_HAWKS,60,11.6,1.5,0.1,-0.3,17.9,0.7,0.183,0.4,6.9,0.5,17.2,2.3,0.293,12.3,0.565,12.4,24.0,0.4,1.2,0.069,2020
24,2,6,2,1,0,4,1,0,1,2,0,15,Jabari Parker,0,1,4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],parkeja01,0,SACRAMENTO_KINGS,0,17.4,0.0,-10.3,-3.4,30.9,0.0,0.333,-6.9,0.0,0.0,4.0,0.0,0.167,15.0,0.291,0.0,20.0,0.0,0.0,-0.079,2020
31,3,18,0,14,1,6,5,0,5,0,4,54,Chandler Parsons,1,3,14,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],parsoch01,4,ATLANTA_HAWKS,3,7.5,1.6,-6.0,-1.3,12.1,0.0,0.0,-4.7,2.0,-0.1,5.6,3.5,0.778,7.0,0.389,14.3,16.1,-0.1,-0.1,-0.066,2020
23,127,640,212,129,13,193,60,26,318,164,37,1654,Eric Paschall,82,125,837,[<Position.POWER_FORWARD: 'POWER FORWARD'>],pascher01,32,GOLDEN_STATE_WARRIORS,94,12.7,0.7,-2.7,-2.0,13.1,0.5,0.331,-0.7,5.2,1.6,14.5,0.9,0.202,9.0,0.571,11.4,21.4,-0.3,2.1,0.062,2020
24,17,106,54,2,12,60,24,0,56,32,0,405,Anžejs Pasečņiks,39,65,144,[<Position.CENTER: 'CENTER'>],pasecan01,8,WASHINGTON_WIZARDS,22,5.7,2.6,-5.4,-1.6,16.9,0.2,0.509,-3.8,10.2,0.3,11.6,0.9,0.019,13.4,0.555,14.5,15.6,-0.3,0.5,0.056,2020
30,31,188,34,142,3,91,51,18,76,27,55,607,Patrick Patterson,30,41,234,[<Position.POWER_FORWARD: 'POWER FORWARD'>],pattepa01,6,LOS_ANGELES_CLIPPERS,18,6.9,0.4,0.4,-0.5,15.1,0.6,0.181,0.9,5.2,0.9,11.7,0.5,0.755,10.3,0.576,8.1,15.1,0.4,1.5,0.118,2020
22,2,10,0,4,0,4,5,0,4,0,1,24,Justin Patton,1,4,9,[<Position.CENTER: 'CENTER'>],pattoju01,0,OKLAHOMA_CITY_THUNDER,2,12.5,0.0,-10.1,-3.3,17.9,0.0,0.0,-6.9,4.8,0.0,4.7,0.0,0.4,11.6,0.45,16.7,22.1,-0.1,0.0,-0.066,2020
34,426,805,250,279,9,289,63,63,394,225,101,2003,Chris Paul,21,139,1114,[<Position.POINT_GUARD: 'POINT GUARD'>],paulch01,98,OKLAHOMA_CITY_THUNDER,137,33.4,0.4,4.3,1.2,15.5,2.5,0.311,3.1,1.2,5.5,21.7,2.4,0.347,8.6,0.609,13.0,23.2,3.2,8.1,0.194,2020
25,323,440,86,69,17,160,45,36,193,49,14,1246,Elfrid Payton,52,89,449,[<Position.POINT_GUARD: 'POINT GUARD'>],paytoel01,70,NEW_YORK_KNICKS,96,38.6,1.3,0.0,0.3,14.1,1.2,0.195,-0.3,4.3,0.5,16.0,2.7,0.157,9.1,0.47,16.7,19.5,0.6,1.7,0.065,2020
27,48,116,8,46,7,54,29,17,48,4,13,432,Gary Payton II,26,54,113,[<Position.POINT_GUARD: 'POINT GUARD'>],paytoga02,33,WASHINGTON_WIZARDS,20,14.7,1.4,-1.6,1.5,14.3,0.4,0.069,-3.1,6.3,0.1,11.3,3.6,0.397,10.2,0.473,14.3,13.4,0.0,0.4,0.049,2020
26,7,35,12,0,25,44,20,0,18,6,0,178,Norvel Pelle,16,39,42,[<Position.CENTER: 'CENTER'>],pelleno01,1,PHILADELPHIA_76ERS,13,5.3,12.0,-4.1,3.1,27.3,0.4,0.343,-7.1,9.9,-0.1,11.2,0.3,0.0,18.6,0.521,24.4,12.9,-0.1,0.3,0.082,2020
24,56,155,16,80,4,44,33,0,45,15,15,365,Theo Pinson,10,35,120,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],pinsoth01,17,BROOKLYN_NETS,33,22.0,0.9,-7.1,-0.2,12.1,0.5,0.103,-6.9,2.9,-1.0,5.2,2.2,0.516,7.6,0.37,16.9,22.4,-0.5,-0.6,-0.074,2020
29,125,248,138,4,33,193,53,1,153,74,0,900,Mason Plumlee,89,125,380,[<Position.CENTER: 'CENTER'>],plumlma01,29,DENVER_NUGGETS,72,20.0,3.4,2.2,2.0,23.9,1.3,0.556,0.2,11.0,1.7,19.1,1.6,0.016,17.4,0.615,18.9,18.4,1.0,3.0,0.162,2020
26,7,33,7,2,6,24,21,0,16,6,1,114,Vincent Poirier,10,23,39,[<Position.CENTER: 'CENTER'>],poirivi01,2,BOSTON_CELTICS,6,8.6,4.9,-3.8,0.7,22.4,0.2,0.212,-4.5,9.5,0.1,12.8,0.8,0.061,16.0,0.54,14.3,15.8,-0.1,0.3,0.124,2020
24,102,218,74,0,84,206,58,10,135,36,0,965,Jakob Pöltl,104,96,306,[<Position.CENTER: 'CENTER'>],poeltja01,30,SAN_ANTONIO_SPURS,45,14.6,7.7,3.1,2.3,23.0,1.3,0.339,0.8,11.6,2.0,19.6,1.5,0.0,17.3,0.611,15.2,13.3,1.2,3.3,0.165,2020
21,2,5,2,2,1,1,4,0,3,2,1,11,Shamorie Ponds,0,2,9,[<Position.POINT_GUARD: 'POINT GUARD'>],pondssh01,0,TORONTO_RAPTORS,0,32.1,8.8,13.7,5.3,9.4,0.0,0.4,8.4,0.0,0.1,33.2,0.0,0.4,4.8,0.765,0.0,22.9,0.0,0.1,0.451,2020
20,134,502,119,265,10,109,57,14,167,95,74,1274,Jordan Poole,9,94,503,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],poolejo01,35,GOLDEN_STATE_WARRIORS,74,15.8,0.7,-6.6,-2.2,9.6,0.4,0.237,-4.4,0.7,-1.6,7.2,1.3,0.528,5.0,0.454,11.8,21.1,-1.5,-1.2,-0.047,2020
19,109,421,101,158,14,140,50,3,186,73,53,1162,Kevin Porter Jr.,22,135,498,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],porteke02,46,CLEVELAND_CAVALIERS,93,13.9,1.0,-3.7,-0.6,13.5,0.6,0.24,-3.2,2.1,-0.3,10.8,1.9,0.375,7.7,0.535,16.7,20.5,-0.5,0.3,0.011,2020
21,35,285,43,102,19,146,48,1,141,33,43,670,Michael Porter Jr.,53,75,358,[<Position.POWER_FORWARD: 'POWER FORWARD'>],portemi01,20,DENVER_NUGGETS,35,8.0,2.6,0.8,-0.7,24.3,0.9,0.151,1.4,8.8,1.0,18.5,1.5,0.358,16.5,0.589,10.3,22.0,0.5,2.0,0.141,2020
26,25,140,27,62,6,35,14,9,62,19,24,331,Otto Porter,13,31,167,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],porteot01,15,CHICAGO_BULLS,11,11.9,1.7,1.0,0.2,12.3,0.4,0.193,0.9,4.1,0.4,15.8,2.2,0.443,8.0,0.55,6.8,21.0,0.3,0.8,0.112,2020
24,98,589,93,187,18,258,66,5,265,71,67,1393,Bobby Portis,80,110,668,[<Position.CENTER: 'CENTER'>],portibo01,32,NEW_YORK_KNICKS,73,11.1,1.2,-1.0,-1.1,20.4,1.0,0.158,0.1,6.0,0.9,14.6,1.1,0.317,12.9,0.53,10.4,21.4,0.3,1.9,0.064,2020
24,89,808,228,361,106,394,51,51,339,177,126,1597,Kristaps Porziņģis,89,157,981,[<Position.POWER_FORWARD: 'POWER FORWARD'>],porzikr01,36,DALLAS_MAVERICKS,84,8.6,5.6,1.5,0.3,25.3,2.6,0.282,1.2,5.9,1.7,19.3,1.1,0.447,15.8,0.54,8.5,26.6,1.4,4.3,0.129,2020
28,59,229,111,39,22,152,40,37,146,74,10,1061,Dwight Powell,75,102,376,[<Position.CENTER: 'CENTER'>],poweldw01,34,DALLAS_MAVERICKS,36,7.7,1.8,1.4,1.0,14.7,1.1,0.485,0.4,7.5,2.6,16.0,1.6,0.17,11.2,0.677,11.5,12.7,0.9,3.7,0.169,2020
26,78,516,130,236,17,138,44,23,259,109,94,1269,Norman Powell,23,93,721,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],powelno01,55,TORONTO_RAPTORS,64,9.7,1.3,2.3,0.9,11.2,1.9,0.252,1.4,2.0,2.2,17.4,2.1,0.457,6.7,0.629,10.0,21.5,1.4,4.2,0.157,2020
