age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
24,11.7,1.7,-2.6,0.4,19.2,1.7,0.376,59,1234,Rondae Hollis-Jefferson,-3.0,7.1,-0.5,12.5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],holliro01,1.7,Team.BROOKLYN_NETS,0.101,13.2,0.464,10.7,21.6,-0.2,1.2,0.047
25,7.9,5.6,0.6,0.5,20.5,1.1,0.479,70,1184,Richaun Holmes,0.1,10.6,3.1,20.7,[<Position.CENTER: 'CENTER'>],holmeri01,1.7,Team.PHOENIX_SUNS,0.0,15.5,0.647,10.5,17.9,0.8,4.3,0.173
26,11.5,0.4,-2.1,-1.1,8.8,0.0,0.251,45,1234,Rodney Hood,-1.0,1.6,1.5,13.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hoodro01,1.5,Team.CLEVELAND_CAVALIERS,0.335,5.0,0.542,6.7,19.1,0.0,1.5,0.059
26,7.1,0.9,-2.0,-0.3,6.0,0.5,0.189,27,659,Rodney Hood,-1.7,1.2,0.6,10.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hoodro01,1.5,Team.PORTLAND_TRAIL_BLAZERS,0.387,3.6,0.549,7.5,16.3,0.0,1.1,0.077
32,21.2,3.9,5.1,1.9,18.3,2.9,0.131,68,1973,Al Horford,3.3,6.5,4.5,20.2,[<Position.CENTER: 'CENTER'>],horfoal01,1.4,Team.BOSTON_CELTICS,0.281,12.4,0.605,11.8,18.9,3.6,7.5,0.181
25,5.9,1.0,-0.5,-0.5,13.3,0.7,0.282,39,979,Danuel House,0.1,2.8,1.6,12.2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],houseda01,1.1,Team.HOUSTON_ROCKETS,0.706,7.9,0.646,11.0,14.1,0.4,2.3,0.113
33,2.6,1.5,-3.0,-1.7,28.3,0.2,0.696,9,230,Dwight Howard,-1.3,11.1,0.4,17.4,[<Position.CENTER: 'CENTER'>],howardw01,1.4,Team.WASHINGTON_WIZARDS,0.0,19.6,0.638,15.1,19.6,-0.1,0.6,0.124
20,14.5,1.1,-2.4,-0.8,9.7,0.7,0.085,75,2048,Kevin Huerter,-1.6,3.0,0.7,10.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],huertke01,1.5,Team.ATLANTA_HAWKS,0.537,6.3,0.533,13.8,15.7,-0.2,1.5,0.034
21,0.0,0.0,-11.0,-4.7,13.4,0.0,0.0,5,56,Isaac Humphries,-6.2,7.4,-0.1,3.4,[<Position.CENTER: 'CENTER'>],humphis01,0.8,Team.ATLANTA_HAWKS,0.524,10.3,0.357,0.0,15.2,-0.1,-0.1,-0.047
25,18.0,0.0,3.6,0.4,8.2,0.0,0.154,1,26,R.J. Hunter,3.2,4.1,0.1,21.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],hunterj01,1.9,Team.BOSTON_CELTICS,0.769,6.2,0.612,0.0,23.0,0.0,0.1,0.226
22,5.3,0.6,-3.9,-0.5,18.9,0.6,0.182,44,895,Chandler Hutchison,-3.4,3.7,0.0,8.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],hutchch01,1.2,Team.CHICAGO_BULLS,0.239,11.2,0.507,10.0,12.2,-0.4,0.6,0.03
29,7.7,4.3,0.2,0.1,23.2,3.3,0.202,74,2010,Serge Ibaka,0.2,8.6,2.8,18.7,[<Position.CENTER: 'CENTER'>],ibakase01,0.7,Team.TORONTO_RAPTORS,0.193,16.1,0.582,10.7,22.9,1.2,6.1,0.146
35,16.8,2.7,1.8,1.7,13.2,1.8,0.222,68,1578,Andre Iguodala,0.1,3.4,2.4,13.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],iguodan01,1.8,Team.GOLDEN_STATE_WARRIORS,0.477,8.5,0.587,13.6,10.4,1.5,4.2,0.129
31,5.5,1.4,-2.3,0.1,16.2,1.9,0.194,67,1231,Ersan İlyasova,-2.4,8.2,1.2,11.6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ilyaser01,1.2,Team.MILWAUKEE_BUCKS,0.42,12.5,0.548,10.4,15.7,-0.1,3.0,0.119
31,26.1,0.6,1.4,1.1,12.2,3.6,0.153,82,2568,Joe Ingles,0.3,1.5,2.5,13.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],inglejo01,1.8,Team.UTAH_JAZZ,0.602,7.0,0.581,18.4,17.5,2.2,6.0,0.113
33,0.0,0.0,-19.6,-4.8,6.7,0.0,0.0,4,15,Andre Ingram,-14.8,7.0,-0.1,-11.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],ingraan01,3.1,Team.LOS_ANGELES_LAKERS,0.5,6.9,0.0,14.3,19.3,-0.1,-0.1,-0.408
21,12.9,1.4,-2.0,-0.7,13.0,1.4,0.396,52,1760,Brandon Ingram,-1.3,2.5,0.6,13.4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],ingrabr01,0.7,Team.LOS_ANGELES_LAKERS,0.129,7.8,0.555,13.1,23.2,0.0,2.0,0.055
26,35.0,1.4,7.2,1.1,12.7,2.9,0.197,67,2214,Kyrie Irving,6.0,3.4,6.2,24.3,[<Position.POINT_GUARD: 'POINT GUARD'>],irvinky01,2.2,Team.BOSTON_CELTICS,0.35,8.1,0.592,11.3,29.6,5.1,9.1,0.197
21,5.7,4.1,-0.4,1.0,17.0,3.1,0.221,75,1996,Jonathan Isaac,-1.4,5.2,0.9,13.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],isaacjo01,1.4,Team.ORLANDO_MAGIC,0.435,11.0,0.537,10.1,16.3,0.8,4.0,0.096
24,7.9,1.5,-3.2,0.6,13.0,1.4,0.376,68,1233,Wesley Iwundu,-3.8,3.2,0.5,8.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],iwundwe01,1.1,Team.ORLANDO_MAGIC,0.288,8.0,0.531,12.1,12.8,-0.4,1.9,0.073
24,19.6,0.0,4.5,0.9,2.6,0.0,0.267,6,39,Demetrius Jackson,3.6,5.6,0.2,21.0,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksde01,2.4,Team.PHILADELPHIA_76ERS,0.4,4.1,0.656,5.6,19.1,0.1,0.2,0.231
20,8.0,0.1,-4.6,-1.7,9.5,0.4,0.163,61,1169,Frank Jackson,-2.9,2.2,0.1,9.4,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksfr01,1.0,Team.NEW_ORLEANS_PELICANS,0.378,5.9,0.517,9.1,18.5,-0.8,0.4,0.018
19,7.2,5.1,-0.3,1.0,15.0,2.2,0.334,58,1515,Jaren Jackson Jr.,-1.2,5.3,1.2,16.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jacksja02,1.7,Team.MEMPHIS_GRIZZLIES,0.241,10.1,0.591,12.7,22.8,0.7,3.3,0.105
21,14.1,2.3,-4.6,-1.2,15.9,1.1,0.253,79,1988,Josh Jackson,-3.3,3.6,-2.8,10.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jacksjo02,1.8,Team.PHOENIX_SUNS,0.268,9.7,0.487,15.6,23.9,-1.3,-1.7,-0.04
23,8.0,1.0,-1.9,-0.5,11.8,0.6,0.169,52,1083,Justin Jackson,-1.3,2.3,1.0,10.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jacksju01,1.0,Team.SACRAMENTO_KINGS,0.539,6.9,0.546,6.5,12.9,0.0,1.6,0.072
23,8.4,0.2,-1.0,-1.4,9.4,0.3,0.153,29,531,Justin Jackson,0.4,3.9,1.0,13.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jacksju01,0.8,Team.DALLAS_MAVERICKS,0.453,6.7,0.584,3.3,17.0,0.1,1.3,0.114
28,24.7,0.3,0.4,-0.9,8.5,1.9,0.225,82,2289,Reggie Jackson,1.3,2.1,3.1,15.2,[<Position.POINT_GUARD: 'POINT GUARD'>],jacksre01,1.2,Team.DETROIT_PISTONS,0.45,5.2,0.547,11.4,24.5,1.4,5.0,0.105
34,39.4,1.4,8.0,1.7,21.3,2.6,0.382,55,1937,LeBron James,6.4,3.1,4.7,25.6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jamesle01,1.7,Team.LOS_ANGELES_LAKERS,0.299,12.4,0.588,13.3,31.6,4.9,7.2,0.179
25,6.4,3.7,2.5,2.0,24.0,0.1,0.5,12,68,Amile Jefferson,0.5,9.3,0.2,21.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jeffeam01,2.2,Team.ORLANDO_MAGIC,0.0,16.5,0.692,4.9,13.1,0.1,0.4,0.258
27,9.9,0.0,6.6,-1.0,7.9,0.0,0.0,4,14,John Jenkins,7.6,0.0,0.1,20.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jenkijo01,0.0,Team.WASHINGTON_WIZARDS,1.0,3.9,1.5,0.0,6.1,0.0,0.1,0.202
27,9.9,0.5,-3.9,-2.5,10.1,0.0,0.175,22,319,John Jenkins,-1.4,1.9,0.2,9.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],jenkijo01,0.0,Team.NEW_YORK_KNICKS,0.544,5.9,0.518,7.5,16.1,-0.2,0.2,0.024
31,10.1,1.2,-0.7,-0.4,18.1,1.2,0.225,73,1218,Jonas Jerebko,-0.3,6.6,2.1,13.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],jerebjo01,1.1,Team.GOLDEN_STATE_WARRIORS,0.53,12.6,0.588,9.9,15.2,0.4,3.3,0.13
22,2.0,4.2,-7.7,-2.0,25.5,0.1,0.5,14,64,Alize Johnson,-5.7,7.1,-0.1,6.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsal02,0.8,Team.INDIANA_PACERS,0.125,16.5,0.333,0.0,13.3,-0.1,0.0,0.027
31,16.0,1.9,-2.3,0.6,19.5,0.7,0.261,51,529,Amir Johnson,-2.9,9.7,0.4,13.1,[<Position.CENTER: 'CENTER'>],johnsam01,1.4,Team.PHILADELPHIA_76ERS,0.255,14.7,0.574,20.5,17.4,0.0,1.1,0.098
23,0.0,0.0,-2.9,-1.4,15.0,0.0,0.125,6,43,B.J. Johnson,-1.5,4.8,0.0,14.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsbj01,2.1,Team.ATLANTA_HAWKS,0.375,9.8,0.622,10.6,17.9,0.0,0.1,0.076
23,0.0,0.0,-14.1,-5.7,0.0,0.0,0.0,1,6,B.J. Johnson,-8.4,0.0,0.0,3.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsbj01,0.0,Team.SACRAMENTO_KINGS,0.5,0.0,0.5,0.0,13.8,0.0,0.0,-0.008
31,17.0,2.1,-1.2,1.1,14.1,1.5,0.185,55,1164,James Johnson,-2.4,2.0,0.0,10.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],johnsja01,1.5,Team.MIAMI_HEAT,0.393,8.0,0.522,15.3,17.8,0.2,1.5,0.062
22,9.4,1.1,-1.6,1.3,17.7,1.4,0.146,48,961,Stanley Johnson,-2.9,2.7,-0.7,9.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsst04,2.5,Team.DETROIT_PISTONS,0.519,9.9,0.482,12.9,19.1,0.1,0.7,0.034
22,15.1,0.3,-4.5,-0.5,13.7,0.2,0.143,18,247,Stanley Johnson,-3.9,3.8,-0.3,8.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnsst04,2.3,Team.NEW_ORLEANS_PELICANS,0.374,8.8,0.496,21.2,20.4,-0.2,-0.1,-0.028
26,14.9,1.7,-0.1,0.6,9.7,1.3,0.219,44,1123,Tyler Johnson,-0.7,1.8,0.5,12.3,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsty01,1.7,Team.MIAMI_HEAT,0.509,5.7,0.54,12.5,19.2,0.5,1.8,0.075
26,18.6,1.2,-1.0,-0.6,10.3,0.1,0.312,13,406,Tyler Johnson,-0.5,4.0,0.4,12.8,[<Position.POINT_GUARD: 'POINT GUARD'>],johnsty01,1.6,Team.PHOENIX_SUNS,0.448,7.1,0.506,9.0,16.5,0.1,0.5,0.06
31,5.2,1.5,-3.1,0.3,11.9,0.2,0.102,26,377,Wesley Johnson,-3.4,2.8,0.0,6.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnswe01,1.5,Team.NEW_ORLEANS_PELICANS,0.568,7.4,0.517,11.5,11.3,-0.1,0.3,0.032
31,5.6,2.7,-8.9,-2.4,11.2,0.0,0.25,12,157,Wesley Johnson,-6.5,1.4,-0.3,2.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],johnswe01,0.6,Team.WASHINGTON_WIZARDS,0.65,6.2,0.372,11.9,13.6,-0.3,-0.2,-0.075
23,37.0,1.9,9.1,2.9,27.6,4.3,0.292,80,2504,Nikola Jokić,6.2,9.8,7.5,26.3,[<Position.CENTER: 'CENTER'>],jokicni01,2.1,Team.DENVER_NUGGETS,0.224,18.7,0.589,15.4,27.4,7.0,11.8,0.226
23,8.7,5.1,1.1,1.7,11.0,0.5,0.5,24,410,Damian Jones,-0.6,8.4,1.0,15.3,[<Position.CENTER: 'CENTER'>],jonesda03,1.4,Team.GOLDEN_STATE_WARRIORS,0.0,9.8,0.72,15.1,11.1,0.3,1.5,0.173
21,4.7,3.3,-0.5,1.0,13.3,1.7,0.377,60,1153,Derrick Jones Jr.,-1.5,8.8,1.2,14.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesde02,1.9,Team.MIAMI_HEAT,0.281,11.1,0.559,10.2,15.6,0.4,2.9,0.121
25,4.8,0.8,-4.3,-1.9,12.5,0.1,0.435,16,214,Jalen Jones,-2.3,5.5,0.2,11.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesja04,2.1,Team.CLEVELAND_CAVALIERS,0.452,8.8,0.548,9.8,16.7,-0.1,0.3,0.056
23,11.4,2.9,0.2,2.4,23.4,0.2,0.061,6,143,Jemerrio Jones,-2.2,11.8,0.0,12.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],jonesje01,2.3,Team.LOS_ANGELES_LAKERS,0.303,17.7,0.398,12.9,11.3,0.1,0.2,0.084
27,0.0,0.0,-31.1,-6.4,90.3,0.0,0.25,2,5,Terrence Jones,-24.7,0.0,-0.1,-15.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],joneste01,0.0,Team.HOUSTON_ROCKETS,0.5,44.2,0.225,18.4,47.2,0.0,-0.1,-0.661
22,28.3,0.3,-0.6,0.3,7.7,0.9,0.155,68,1560,Tyus Jones,-0.9,1.6,2.1,13.7,[<Position.POINT_GUARD: 'POINT GUARD'>],jonesty01,2.5,Team.MINNESOTA_TIMBERWOLVES,0.283,4.6,0.491,9.0,14.1,0.6,3.0,0.091
30,9.5,2.9,1.7,1.3,35.9,2.5,0.613,50,1554,DeAndre Jordan,0.4,11.2,2.7,18.0,[<Position.CENTER: 'CENTER'>],jordade01,1.0,Team.DALLAS_MAVERICKS,0.0,23.6,0.672,21.3,14.4,1.4,5.3,0.162
30,18.2,3.4,3.4,1.3,33.0,0.6,0.537,19,493,DeAndre Jordan,2.2,13.3,1.3,22.1,[<Position.CENTER: 'CENTER'>],jordade01,0.9,Team.NEW_YORK_KNICKS,0.0,22.9,0.681,21.6,16.8,0.7,1.9,0.181
27,20.7,0.9,-0.4,1.7,12.6,2.9,0.078,82,2063,Cory Joseph,-2.1,2.1,0.5,11.0,[<Position.POINT_GUARD: 'POINT GUARD'>],josepco01,2.2,Team.INDIANA_PACERS,0.312,7.5,0.474,12.4,13.7,0.9,3.5,0.081
25,12.9,1.4,0.3,-1.1,18.1,0.5,0.359,47,755,Frank Kaminsky,1.4,5.5,1.3,16.8,[<Position.CENTER: 'CENTER'>],kaminfr01,0.8,Team.CHARLOTTE_HORNETS,0.466,11.7,0.587,10.6,22.1,0.4,1.8,0.114
26,13.1,1.3,0.8,-1.6,27.5,0.9,0.276,44,1128,Enes Kanter,2.5,15.5,2.4,21.8,[<Position.CENTER: 'CENTER'>],kanteen01,0.8,Team.NEW_YORK_KNICKS,0.047,21.4,0.585,13.1,22.9,0.8,3.4,0.143
26,9.9,1.4,1.3,-1.3,22.8,0.6,0.316,23,512,Enes Kanter,2.6,18.3,1.5,23.5,[<Position.CENTER: 'CENTER'>],kanteen01,1.3,Team.PORTLAND_TRAIL_BLAZERS,0.056,20.6,0.614,13.7,23.4,0.4,2.1,0.196
22,12.3,0.6,-1.1,-0.6,13.5,1.3,0.117,63,1437,Luke Kennard,-0.4,0.9,1.3,11.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],kennalu01,0.9,Team.DETROIT_PISTONS,0.517,7.0,0.56,9.4,18.1,0.3,2.5,0.085
25,7.4,2.9,-2.4,-0.1,14.8,1.0,0.37,64,1179,Michael Kidd-Gilchrist,-2.3,7.9,1.5,13.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kiddgmi01,1.3,Team.CHARLOTTE_HORNETS,0.142,11.3,0.553,10.0,15.7,-0.1,2.5,0.1
25,0.0,0.0,-7.9,-2.1,18.8,0.0,0.0,1,6,George King,-5.8,0.0,0.0,1.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kingge03,0.0,Team.PHOENIX_SUNS,0.0,9.2,0.0,0.0,0.0,0.0,0.0,-0.001
27,6.8,4.4,0.4,1.2,16.9,1.8,0.192,71,1502,Maxi Kleber,-0.8,6.5,1.6,13.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],klebima01,1.2,Team.DALLAS_MAVERICKS,0.565,11.7,0.579,11.4,13.5,0.9,3.5,0.111
27,10.6,0.0,-12.4,-2.9,7.7,0.0,0.234,12,118,Brandon Knight,-9.5,0.9,-0.3,0.8,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,0.8,Team.HOUSTON_ROCKETS,0.681,4.2,0.347,8.8,20.9,-0.3,-0.3,-0.113
27,15.1,0.3,-4.1,-1.8,7.7,0.0,0.108,27,618,Brandon Knight,-2.3,1.5,0.3,10.5,[<Position.POINT_GUARD: 'POINT GUARD'>],knighbr03,1.5,Team.CLEVELAND_CAVALIERS,0.455,4.5,0.515,10.1,17.6,-0.3,0.2,0.019
19,6.0,0.9,-5.7,-2.3,13.6,0.9,0.247,75,2158,Kevin Knox,-3.4,2.9,-2.2,8.7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],knoxke01,1.0,Team.NEW_YORK_KNICKS,0.398,8.1,0.475,10.1,22.3,-2.0,-1.3,-0.03
21,10.7,0.2,-1.8,-0.2,13.8,0.7,0.18,48,679,Furkan Korkmaz,-1.6,2.6,0.4,11.5,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],korkmfu01,2.0,Team.PHILADELPHIA_76ERS,0.588,8.3,0.528,8.6,17.9,0.0,1.1,0.079
23,10.5,4.5,2.1,0.7,14.6,0.7,0.163,46,784,Luke Kornet,1.4,3.6,0.6,14.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kornelu01,1.7,Team.NEW_YORK_KNICKS,0.682,9.0,0.531,7.6,17.9,0.8,1.4,0.083
37,10.1,0.7,-0.7,-1.3,13.4,0.0,0.211,16,251,Kyle Korver,0.6,0.0,0.2,11.3,[<Position.POWER_FORWARD: 'POWER FORWARD'>],korveky01,0.6,Team.CLEVELAND_CAVALIERS,0.711,6.4,0.65,17.0,17.4,0.1,0.2,0.043
37,8.6,0.7,-0.4,0.0,12.2,1.3,0.14,54,1083,Kyle Korver,-0.4,0.9,0.8,11.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],korveky01,1.0,Team.UTAH_JAZZ,0.722,6.7,0.569,8.9,18.7,0.4,2.0,0.091
29,9.5,3.1,-3.4,0.2,26.3,0.7,0.157,42,502,Kosta Koufos,-3.6,10.4,0.0,12.3,[<Position.CENTER: 'CENTER'>],koufoko01,1.4,Team.SACRAMENTO_KINGS,0.0,18.2,0.477,14.2,15.7,-0.2,0.7,0.063
20,6.0,1.5,-2.6,0.3,15.4,1.5,0.205,63,1294,Rodions Kurucs,-2.9,4.6,0.1,11.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],kurucro01,1.5,Team.BROOKLYN_NETS,0.41,10.0,0.545,13.6,18.4,-0.2,1.6,0.059
23,11.5,0.9,-1.4,-1.2,14.1,1.9,0.23,70,2314,Kyle Kuzma,-0.2,2.7,1.2,14.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],kuzmaky01,0.8,Team.LOS_ANGELES_LAKERS,0.388,8.5,0.546,10.0,23.8,0.4,3.1,0.065
22,6.8,2.3,-6.4,-0.8,18.7,0.1,0.367,13,113,Skal Labissière,-5.6,3.6,-0.1,7.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],labissk01,0.8,Team.SACRAMENTO_KINGS,0.367,10.9,0.517,16.7,15.3,-0.1,0.0,0.018
22,11.9,3.8,3.0,1.2,23.2,0.1,0.316,9,63,Skal Labissière,1.7,8.7,0.2,22.6,[<Position.POWER_FORWARD: 'POWER FORWARD'>],labissk01,2.3,Team.PORTLAND_TRAIL_BLAZERS,0.105,16.1,0.716,15.6,17.2,0.1,0.3,0.216
26,11.9,1.2,1.2,0.0,18.1,2.0,0.266,79,2250,Jeremy Lamb,1.2,3.1,3.3,17.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lambje01,1.9,Team.CHARLOTTE_HORNETS,0.337,10.4,0.552,6.8,22.5,1.8,5.3,0.113
23,22.6,1.0,0.8,-1.6,12.9,1.1,0.33,63,2171,Zach LaVine,2.4,2.0,1.7,18.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],lavinza01,1.3,Team.CHICAGO_BULLS,0.283,7.4,0.574,14.2,30.5,1.5,2.8,0.062
24,5.6,1.8,-0.5,-0.3,12.6,1.2,0.167,71,1327,Jake Layman,-0.1,4.6,1.9,13.5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],laymaja01,1.1,Team.PORTLAND_TRAIL_BLAZERS,0.427,8.7,0.594,9.2,15.9,0.5,3.1,0.111
21,6.9,3.2,-0.3,-0.6,17.1,0.7,0.169,58,522,T.J. Leaf,0.3,9.3,0.9,16.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],leaftj01,0.8,Team.INDIANA_PACERS,0.169,13.3,0.572,5.8,17.5,0.2,1.6,0.148
33,15.1,1.1,-0.8,1.1,14.1,0.1,0.298,12,160,Courtney Lee,-1.8,3.8,0.2,13.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeco01,2.4,Team.NEW_YORK_KNICKS,0.34,8.8,0.527,8.6,15.5,0.0,0.3,0.087
33,11.4,0.3,-3.6,0.7,9.5,0.3,0.085,22,268,Courtney Lee,-4.3,1.2,-0.1,8.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeco01,2.4,Team.DALLAS_MAVERICKS,0.476,5.4,0.47,9.6,15.1,-0.1,0.2,0.028
26,4.5,0.0,-2.2,-1.1,15.3,0.4,0.173,32,375,Damion Lee,-1.2,2.4,0.3,11.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],leeda03,1.6,Team.GOLDEN_STATE_WARRIORS,0.535,9.1,0.578,7.4,16.8,0.0,0.7,0.09
26,30.3,0.5,-2.2,0.2,15.1,0.2,0.126,6,167,Walt Lemon Jr.,-2.4,2.6,-0.1,16.3,[<Position.POINT_GUARD: 'POINT GUARD'>],lemonwa01,3.2,Team.CHICAGO_BULLS,0.057,8.8,0.468,9.8,26.6,0.0,0.1,0.026
25,8.6,3.9,-1.2,-1.3,18.5,1.0,0.333,77,1544,Alex Len,0.0,10.5,2.2,17.2,[<Position.CENTER: 'CENTER'>],lenal01,0.8,Team.ATLANTA_HAWKS,0.315,14.4,0.575,11.5,22.1,0.3,3.2,0.1
27,16.4,1.0,7.2,1.1,18.6,3.4,0.377,60,2040,Kawhi Leonard,6.1,4.2,6.1,25.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],leonaka01,2.5,Team.TORONTO_RAPTORS,0.267,11.6,0.606,8.4,30.3,4.7,9.5,0.224
26,11.8,0.8,1.8,0.3,21.8,0.9,0.211,61,878,Meyers Leonard,1.5,6.1,2.1,15.8,[<Position.CENTER: 'CENTER'>],leoname01,0.7,Team.PORTLAND_TRAIL_BLAZERS,0.459,14.2,0.675,14.0,14.8,0.8,3.0,0.164
29,5.5,0.8,-2.5,0.4,19.8,0.5,0.274,41,402,Jon Leuer,-2.8,7.1,0.4,13.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],leuerjo01,1.5,Team.DETROIT_PISTONS,0.097,13.2,0.616,15.4,16.1,0.0,0.9,0.11
24,23.2,1.0,0.2,0.5,11.4,1.2,0.255,40,1063,Caris LeVert,-0.3,3.5,0.5,14.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],leverca01,1.9,Team.BROOKLYN_NETS,0.319,7.5,0.509,11.4,24.0,0.6,1.7,0.077
28,30.6,1.0,6.4,-0.3,11.1,2.4,0.335,80,2838,Damian Lillard,6.6,2.6,9.7,23.7,[<Position.POINT_GUARD: 'POINT GUARD'>],lillada01,1.5,Team.PORTLAND_TRAIL_BLAZERS,0.419,7.0,0.588,10.8,29.3,6.0,12.1,0.205
30,26.7,0.6,-0.6,-1.0,11.0,0.4,0.435,51,1003,Jeremy Lin,0.3,1.6,1.5,15.9,[<Position.POINT_GUARD: 'POINT GUARD'>],linje01,1.8,Team.ATLANTA_HAWKS,0.342,6.2,0.594,17.6,22.6,0.3,1.9,0.092
30,15.7,1.1,-6.0,-0.6,13.1,0.5,0.271,23,433,Jeremy Lin,-5.4,1.5,-0.3,8.2,[<Position.POINT_GUARD: 'POINT GUARD'>],linje01,1.0,Team.TORONTO_RAPTORS,0.355,7.5,0.464,13.0,19.8,-0.4,0.2,0.02
33,14.8,2.3,-1.0,0.7,7.9,0.9,0.243,64,967,Shaun Livingston,-1.7,4.9,1.2,11.7,[<Position.POINT_GUARD: 'POINT GUARD'>],livinsh01,1.5,Team.GOLDEN_STATE_WARRIORS,0.01,6.5,0.555,14.1,12.0,0.2,2.0,0.101
26,0.0,0.0,-11.5,6.0,0.0,0.0,0.0,1,4,Zach Lofton,-17.4,0.0,-0.1,-10.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],loftoza01,12.3,Team.DETROIT_PISTONS,1.0,0.0,0.0,50.0,21.6,0.0,0.0,-0.447
22,10.9,3.0,0.5,0.4,15.4,1.8,0.303,80,1481,Kevon Looney,0.1,14.6,4.2,17.3,[<Position.CENTER: 'CENTER'>],looneke01,1.5,Team.GOLDEN_STATE_WARRIORS,0.029,15.0,0.636,11.5,12.8,0.9,6.0,0.194
30,5.7,6.5,2.2,1.8,15.0,4.3,0.169,81,2322,Brook Lopez,0.4,1.5,2.3,14.6,[<Position.CENTER: 'CENTER'>],lopezbr01,1.0,Team.MILWAUKEE_BUCKS,0.651,8.7,0.597,8.9,16.7,2.4,6.7,0.138
30,8.8,4.2,-1.9,-1.4,10.0,0.7,0.23,74,1606,Robin Lopez,-0.6,9.4,2.0,15.9,[<Position.CENTER: 'CENTER'>],lopezro01,0.3,Team.CHICAGO_BULLS,0.058,9.7,0.598,14.0,18.6,0.0,2.7,0.081
