age,assist_percentage,block_percentage,box_plus_minus,defensive_box_plus_minus,defensive_rebound_percentage,defensive_win_shares,free_throw_attempt_rate,games_played,minutes_played,name,offensive_box_plus_minus,offensive_rebound_percentage,offensive_win_shares,player_efficiency_rating,positions,slug,steal_percentage,team,three_point_attempt_rate,total_rebound_percentage,true_shooting_percentage,turnover_percentage,usage_percentage,value_over_replacement_player,win_shares,win_shares_per_48_minutes
27,12.0,0.3,-0.6,-0.5,8.6,1.0,0.145,44,1355,Reggie Bullock,-0.1,1.6,1.4,11.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],bullore01,0.9,Team.DETROIT_PISTONS,0.667,5.0,0.569,10.3,16.7,0.5,2.4,0.084
27,5.0,1.1,-2.2,-0.1,9.3,0.4,0.137,19,524,Reggie Bullock,-2.1,0.4,0.2,9.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],bullore01,1.4,Team.LOS_ANGELES_LAKERS,0.647,4.9,0.545,6.3,13.7,0.0,0.7,0.061
26,23.6,0.6,-0.6,-1.5,7.3,0.2,0.209,33,689,Trey Burke,0.9,2.2,0.4,15.6,[<Position.POINT_GUARD: 'POINT GUARD'>],burketr01,1.5,Team.NEW_YORK_KNICKS,0.24,4.7,0.496,6.9,26.1,0.2,0.6,0.044
26,24.7,0.4,1.2,-1.1,5.9,0.3,0.258,25,436,Trey Burke,2.3,3.2,1.0,17.9,[<Position.POINT_GUARD: 'POINT GUARD'>],burketr01,1.3,Team.DALLAS_MAVERICKS,0.384,4.5,0.574,8.6,22.8,0.3,1.3,0.14
27,11.2,1.2,-0.6,-0.2,9.9,0.3,0.333,17,269,Alec Burks,-0.4,0.8,0.2,12.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],burksal01,1.1,Team.UTAH_JAZZ,0.377,5.4,0.547,10.3,23.2,0.1,0.5,0.084
27,15.0,1.4,-1.4,-1.2,19.0,0.3,0.288,34,979,Alec Burks,-0.2,2.8,0.6,13.2,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],burksal01,1.3,Team.CLEVELAND_CAVALIERS,0.35,10.6,0.517,10.7,19.2,0.1,0.9,0.042
27,9.5,0.7,-1.1,2.8,16.6,0.2,0.25,13,127,Alec Burks,-3.9,1.6,0.0,9.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],burksal01,2.9,Team.SACRAMENTO_KINGS,0.3,8.9,0.495,15.3,8.5,0.0,0.2,0.062
25,5.0,2.8,-4.3,0.6,10.7,0.3,0.146,32,240,Deonte Burton,-4.9,1.7,-0.2,7.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],burtode02,1.2,Team.OKLAHOMA_CITY_THUNDER,0.329,6.0,0.47,9.3,16.3,-0.1,0.1,0.027
29,18.2,2.4,6.9,2.2,10.8,0.4,0.389,10,361,Jimmy Butler,4.7,4.7,1.0,22.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],butleji01,3.2,Team.MINNESOTA_TIMBERWOLVES,0.287,7.7,0.579,7.1,23.0,0.8,1.3,0.176
29,18.0,1.2,3.1,0.7,10.4,2.1,0.407,55,1824,Jimmy Butler,2.4,6.3,4.4,19.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],butleji01,2.6,Team.PHILADELPHIA_76ERS,0.198,8.4,0.569,8.4,22.1,2.4,6.6,0.172
23,9.4,3.9,-1.1,0.1,16.5,0.9,0.222,34,800,Bruno Caboclo,-1.1,5.8,0.6,12.4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],cabocbr01,0.9,Team.MEMPHIS_GRIZZLIES,0.578,11.1,0.571,13.3,15.9,0.2,1.5,0.09
37,24.9,0.4,-3.9,0.3,8.8,0.5,0.092,49,632,José Calderón,-4.2,1.8,0.0,7.1,[<Position.POINT_GUARD: 'POINT GUARD'>],caldejo01,1.2,Team.DETROIT_PISTONS,0.475,5.2,0.453,21.9,10.9,-0.3,0.6,0.043
25,7.5,0.5,-0.5,-0.1,9.4,1.8,0.209,82,2035,Kentavious Caldwell-Pope,-0.3,2.5,2.3,12.9,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],caldwke01,1.7,Team.LOS_ANGELES_LAKERS,0.575,6.0,0.568,7.3,18.1,0.8,4.0,0.095
27,17.0,0.0,-4.6,-1.4,9.8,0.0,0.155,19,503,Isaiah Canaan,-3.3,1.1,-0.1,7.3,[<Position.POINT_GUARD: 'POINT GUARD'>],canaais01,1.1,Team.PHOENIX_SUNS,0.558,5.4,0.515,17.4,14.2,-0.3,-0.1,-0.007
27,26.9,0.9,-1.3,-2.0,5.7,0.0,0.138,7,95,Isaiah Canaan,0.7,0.0,0.1,12.3,[<Position.POINT_GUARD: 'POINT GUARD'>],canaais01,1.0,Team.MINNESOTA_TIMBERWOLVES,0.655,2.8,0.536,11.5,15.4,0.0,0.2,0.079
27,11.6,2.7,-4.0,-0.7,9.3,0.0,0.0,4,31,Isaiah Canaan,-3.3,3.5,0.0,5.2,[<Position.POINT_GUARD: 'POINT GUARD'>],canaais01,0.0,Team.MILWAUKEE_BUCKS,0.833,6.6,0.5,25.0,10.8,0.0,0.0,0.03
24,7.1,3.9,3.0,-0.3,27.6,3.0,0.357,67,2249,Clint Capela,3.3,14.4,7.8,23.8,[<Position.CENTER: 'CENTER'>],capelca01,1.0,Team.HOUSTON_ROCKETS,0.0,20.8,0.658,10.0,18.2,2.8,10.8,0.23
32,7.2,0.5,-1.5,-0.6,17.3,1.6,0.421,67,1703,DeMarre Carroll,-0.9,4.2,1.5,12.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],carrode01,0.9,Team.BROOKLYN_NETS,0.539,10.8,0.546,9.7,18.6,0.2,3.1,0.088
23,17.4,1.8,-4.0,0.1,10.3,0.7,0.173,39,577,Jevon Carter,-4.1,2.7,-0.7,7.8,[<Position.POINT_GUARD: 'POINT GUARD'>],carteje01,2.2,Team.MEMPHIS_GRIZZLIES,0.551,6.4,0.432,14.2,18.0,-0.3,0.0,-0.003
42,9.3,1.8,-0.7,-0.3,13.2,0.7,0.141,76,1330,Vince Carter,-0.4,2.4,1.2,11.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],cartevi01,1.5,Team.ATLANTA_HAWKS,0.675,7.7,0.565,8.8,16.7,0.5,1.9,0.07
19,10.7,4.5,-1.6,0.6,21.8,1.2,0.302,44,1110,Wendell Carter Jr.,-2.2,8.4,0.7,15.2,[<Position.CENTER: 'CENTER'>],cartewe01,1.1,Team.CHICAGO_BULLS,0.086,15.0,0.541,13.4,19.1,0.1,1.9,0.08
27,22.7,3.5,-1.6,1.2,7.8,0.2,0.426,16,145,Michael Carter-Williams,-2.8,2.2,0.0,12.7,[<Position.POINT_GUARD: 'POINT GUARD'>],cartemi01,3.0,Team.HOUSTON_ROCKETS,0.311,5.0,0.476,12.1,24.7,0.0,0.1,0.044
27,28.9,3.3,2.4,2.9,19.6,0.4,0.435,12,227,Michael Carter-Williams,-0.5,7.4,0.2,16.1,[<Position.POINT_GUARD: 'POINT GUARD'>],cartemi01,2.4,Team.ORLANDO_MAGIC,0.306,13.5,0.44,11.9,16.1,0.3,0.6,0.134
24,19.7,1.4,-0.2,0.7,9.0,0.6,0.37,25,531,Alex Caruso,-1.0,4.0,0.5,13.9,[<Position.POINT_GUARD: 'POINT GUARD'>],carusal01,2.1,Team.LOS_ANGELES_LAKERS,0.289,6.5,0.569,17.3,19.0,0.2,1.0,0.093
30,8.1,1.6,0.4,0.7,21.5,0.7,0.36,36,520,Omri Casspi,-0.3,3.6,0.6,15.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],casspom01,1.9,Team.MEMPHIS_GRIZZLIES,0.267,12.4,0.606,11.0,18.0,0.3,1.3,0.119
25,12.3,2.0,1.2,1.1,23.7,2.9,0.343,81,2213,Willie Cauley-Stein,0.2,8.2,3.8,18.0,[<Position.CENTER: 'CENTER'>],caulewi01,2.0,Team.SACRAMENTO_KINGS,0.003,15.8,0.566,9.0,17.5,1.8,6.7,0.146
23,42.5,0.0,13.3,3.7,13.6,0.0,0.0,4,16,Troy Caupain,9.6,6.6,0.1,30.7,[<Position.POINT_GUARD: 'POINT GUARD'>],caupatr01,3.1,Team.ORLANDO_MAGIC,0.375,10.0,0.625,0.0,21.8,0.1,0.1,0.347
24,3.4,0.0,-8.4,-3.1,13.6,0.0,0.2,11,39,Tyler Cavanaugh,-5.3,8.5,0.0,5.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],cavanty01,0.0,Team.UTAH_JAZZ,0.5,11.1,0.414,8.4,13.0,-0.1,0.0,0.026
36,9.1,0.9,-4.6,0.2,40.5,0.1,1.5,7,89,Tyson Chandler,-4.8,8.6,0.1,11.5,[<Position.CENTER: 'CENTER'>],chandty01,1.1,Team.PHOENIX_SUNS,0.0,24.3,0.653,26.0,13.0,-0.1,0.2,0.092
36,4.8,2.3,-1.8,0.9,23.6,1.1,0.793,48,786,Tyson Chandler,-2.7,11.4,0.9,11.2,[<Position.CENTER: 'CENTER'>],chandty01,1.1,Team.LOS_ANGELES_LAKERS,0.011,17.6,0.626,23.0,8.0,0.0,1.9,0.117
31,9.9,1.5,-2.0,-0.2,13.4,0.9,0.087,36,951,Wilson Chandler,-1.8,5.0,0.6,9.1,[<Position.POWER_FORWARD: 'POWER FORWARD'>],chandwi01,1.1,Team.PHILADELPHIA_76ERS,0.57,9.4,0.561,15.4,11.2,0.0,1.5,0.074
31,5.9,1.1,-6.1,-1.6,19.5,0.2,0.106,15,226,Wilson Chandler,-4.5,1.9,-0.1,5.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],chandwi01,0.6,Team.LOS_ANGELES_CLIPPERS,0.606,11.0,0.463,9.2,14.2,-0.2,0.0,0.009
23,17.7,0.0,-14.6,-6.0,0.0,0.0,0.0,1,8,Joe Chealey,-8.5,0.0,0.0,2.0,[<Position.POINT_GUARD: 'POINT GUARD'>],chealjo01,0.0,Team.CHARLOTTE_HORNETS,0.0,0.0,0.333,0.0,16.2,0.0,0.0,-0.08
23,16.1,2.6,-1.3,1.4,10.3,0.0,0.0,7,33,Chris Chiozza,-2.7,3.3,0.0,7.0,[<Position.POINT_GUARD: 'POINT GUARD'>],chiozch01,1.5,Team.HOUSTON_ROCKETS,0.625,6.7,0.375,11.1,11.8,0.0,0.0,0.023
21,8.2,3.3,-11.2,-1.7,22.8,0.1,0.206,16,104,Marquese Chriss,-9.6,7.3,-0.3,3.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],chrisma01,0.9,Team.HOUSTON_ROCKETS,0.441,14.9,0.391,24.4,20.5,-0.2,-0.2,-0.101
21,6.1,1.5,-6.6,-1.9,23.8,0.2,0.26,27,395,Marquese Chriss,-4.6,8.9,-0.3,10.7,[<Position.POWER_FORWARD: 'POWER FORWARD'>],chrisma01,1.9,Team.CLEVELAND_CAVALIERS,0.39,16.0,0.47,12.9,20.7,-0.5,0.0,-0.003
24,3.8,3.5,-0.7,0.4,16.2,0.7,0.046,51,641,Gary Clark,-1.1,4.1,0.3,9.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],clarkga01,1.5,Team.HOUSTON_ROCKETS,0.914,10.0,0.48,4.3,10.9,0.2,1.0,0.071
27,12.9,0.7,-5.1,-1.8,8.0,0.3,0.097,60,973,Ian Clark,-3.3,1.4,-0.4,8.3,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],clarkia01,1.1,Team.NEW_ORLEANS_PELICANS,0.527,4.7,0.502,12.7,19.3,-0.8,-0.1,-0.003
26,15.6,0.5,-0.5,-2.6,9.9,-0.1,0.163,81,2214,Jordan Clarkson,2.1,3.9,1.9,16.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],clarkjo01,1.3,Team.CLEVELAND_CAVALIERS,0.377,6.8,0.539,9.6,27.6,0.8,1.8,0.039
21,11.0,1.8,0.9,-1.9,22.1,1.0,0.32,61,1829,John Collins,2.8,12.3,5.0,21.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],collijo01,0.6,Team.ATLANTA_HAWKS,0.19,17.1,0.627,11.2,23.7,1.3,6.0,0.158
21,7.1,3.9,-1.2,0.3,16.5,1.5,0.315,77,1356,Zach Collins,-1.5,8.8,1.4,13.5,[<Position.CENTER: 'CENTER'>],colliza01,0.9,Team.PORTLAND_TRAIL_BLAZERS,0.303,12.7,0.562,14.5,16.6,0.3,2.9,0.104
31,29.9,0.4,1.8,1.0,9.9,2.9,0.288,76,2143,Darren Collison,0.8,1.9,3.9,16.7,[<Position.POINT_GUARD: 'POINT GUARD'>],collida01,2.5,Team.INDIANA_PACERS,0.294,6.0,0.574,14.4,17.7,2.1,6.8,0.153
23,4.0,0.9,-3.5,-0.8,21.5,0.2,0.231,8,98,Bonzie Colson,-2.6,8.8,0.0,12.9,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],colsobo01,2.4,Team.MILWAUKEE_BUCKS,0.538,15.5,0.454,6.5,19.6,0.0,0.2,0.085
31,33.4,0.9,4.7,0.1,9.7,2.3,0.363,70,2342,Mike Conley,4.6,1.9,5.7,21.4,[<Position.POINT_GUARD: 'POINT GUARD'>],conlemi01,2.0,Team.MEMPHIS_GRIZZLIES,0.38,5.7,0.569,9.1,27.3,3.9,8.0,0.164
26,12.6,1.7,1.2,0.8,15.0,1.9,0.114,61,1261,Pat Connaughton,0.3,5.2,2.0,13.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],connapa01,1.2,Team.MILWAUKEE_BUCKS,0.571,10.4,0.573,8.2,13.3,1.0,3.9,0.149
25,15.2,0.2,-2.1,-1.6,13.0,0.8,0.059,74,1059,Quinn Cook,-0.5,2.3,1.0,13.1,[<Position.POINT_GUARD: 'POINT GUARD'>],cookqu01,0.9,Team.GOLDEN_STATE_WARRIORS,0.456,7.9,0.565,10.0,20.2,0.0,1.8,0.082
28,20.4,4.8,3.0,2.6,27.0,1.5,0.388,30,771,DeMarcus Cousins,0.4,6.2,0.9,21.4,[<Position.CENTER: 'CENTER'>],couside01,2.5,Team.GOLDEN_STATE_WARRIORS,0.256,17.1,0.562,14.2,28.1,1.0,2.4,0.151
28,4.3,4.1,0.5,2.2,14.0,0.7,0.197,13,440,Robert Covington,-1.7,1.7,0.0,11.0,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],covinro01,2.6,Team.PHILADELPHIA_76ERS,0.658,8.1,0.578,14.8,14.2,0.3,0.7,0.077
28,5.8,2.7,2.2,2.1,14.9,0.9,0.269,22,763,Robert Covington,0.1,2.9,0.9,14.7,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],covinro01,3.1,Team.MINNESOTA_TIMBERWOLVES,0.604,8.8,0.58,8.4,16.5,0.8,1.8,0.114
26,5.8,0.9,-2.8,-0.4,12.2,1.0,0.15,43,1133,Allen Crabbe,-2.4,1.5,-0.2,7.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],crabbal01,1.0,Team.BROOKLYN_NETS,0.694,6.9,0.519,10.4,16.4,-0.2,0.8,0.035
28,6.3,2.7,-1.9,0.2,12.6,1.7,0.193,75,1503,Torrey Craig,-2.0,6.4,1.4,10.4,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],craigto01,1.2,Team.DENVER_NUGGETS,0.519,9.5,0.547,10.1,12.4,0.0,3.0,0.096
38,27.7,0.8,-3.9,-2.8,7.2,0.0,0.251,64,1211,Jamal Crawford,-1.1,0.7,0.1,11.7,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],crawfja01,1.3,Team.PHOENIX_SUNS,0.461,3.9,0.522,16.9,20.8,-0.6,0.2,0.006
26,20.2,0.0,5.7,2.0,14.5,0.0,0.7,4,36,Mitch Creek,3.7,14.6,0.2,21.5,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],creekmi01,1.3,Team.BROOKLYN_NETS,0.1,14.6,0.573,0.0,15.3,0.1,0.2,0.258
26,13.6,0.0,-3.0,-1.3,9.0,0.0,0.0,1,12,Mitch Creek,-1.7,8.8,0.0,16.3,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],creekmi01,4.0,Team.MINNESOTA_TIMBERWOLVES,0.167,8.9,0.5,14.3,24.5,0.0,0.0,0.011
28,8.9,1.1,0.3,0.6,15.9,3.1,0.247,80,2166,Jae Crowder,-0.3,3.1,1.3,12.1,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],crowdja01,1.4,Team.UTAH_JAZZ,0.655,9.6,0.538,8.8,19.1,1.2,4.4,0.097
31,6.8,1.2,-0.6,0.6,16.3,0.9,0.114,64,928,Dante Cunningham,-1.3,5.7,1.0,10.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],cunnida01,1.4,Team.SAN_ANTONIO_SPURS,0.411,11.0,0.585,11.7,8.9,0.3,1.9,0.097
28,6.5,0.7,-1.0,-0.7,6.9,0.9,0.112,74,1399,Seth Curry,-0.4,2.1,1.5,11.4,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],curryse01,1.2,Team.PORTLAND_TRAIL_BLAZERS,0.54,4.6,0.595,11.1,16.6,0.3,2.4,0.082
30,24.2,0.9,6.6,-0.5,14.2,2.5,0.214,69,2331,Stephen Curry,7.1,2.2,7.2,24.4,[<Position.POINT_GUARD: 'POINT GUARD'>],curryst01,1.9,Team.GOLDEN_STATE_WARRIORS,0.604,8.4,0.641,11.6,30.4,5.1,9.7,0.199
27,5.0,0.5,-3.7,-2.0,8.9,0.1,0.084,51,760,Troy Daniels,-1.7,1.9,0.2,9.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],danietr01,1.6,Team.PHOENIX_SUNS,0.705,5.3,0.558,8.7,17.6,-0.3,0.3,0.02
25,19.0,6.0,9.4,2.3,27.5,3.1,0.422,56,1850,Anthony Davis,7.1,9.9,6.4,30.3,[<Position.CENTER: 'CENTER'>],davisan02,2.2,Team.NEW_ORLEANS_PELICANS,0.141,18.8,0.597,8.4,29.5,5.3,9.5,0.247
22,5.8,3.7,-2.0,-0.6,23.7,0.1,0.455,9,118,Deyonta Davis,-1.5,8.7,0.3,15.6,[<Position.CENTER: 'CENTER'>],davisde01,1.2,Team.ATLANTA_HAWKS,0.045,16.0,0.682,10.2,10.1,0.0,0.4,0.145
29,6.0,1.8,0.0,0.7,34.6,2.5,0.536,81,1446,Ed Davis,-0.6,15.8,3.3,17.3,[<Position.CENTER: 'CENTER'>],davised01,1.2,Team.BROOKLYN_NETS,0.007,25.2,0.632,14.6,12.7,0.7,5.7,0.191
21,0.0,0.0,-40.7,-31.1,0.0,0.0,0.0,1,1,Tyler Davis,-9.6,100.0,0.0,0.0,[<Position.CENTER: 'CENTER'>],davisty01,0.0,Team.OKLAHOMA_CITY_THUNDER,0.0,51.6,0.0,0.0,40.7,0.0,0.0,-0.471
29,8.1,3.8,0.5,0.8,25.0,1.9,0.215,64,1609,Dewayne Dedmon,-0.3,6.7,2.1,16.0,[<Position.CENTER: 'CENTER'>],dedmode01,2.0,Team.ATLANTA_HAWKS,0.413,15.7,0.602,12.7,16.7,1.0,4.0,0.119
24,7.9,0.0,-1.1,-0.1,16.5,0.1,0.208,9,169,Sam Dekker,-0.9,5.7,0.2,14.0,[<Position.POWER_FORWARD: 'POWER FORWARD'>],dekkesa01,3.2,Team.CLEVELAND_CAVALIERS,0.271,10.8,0.544,8.7,14.9,0.0,0.3,0.08
24,8.4,1.0,-1.9,-0.9,12.6,0.4,0.173,38,619,Sam Dekker,-1.0,7.6,0.4,13.2,[<Position.POWER_FORWARD: 'POWER FORWARD'>],dekkesa01,2.1,Team.WASHINGTON_WIZARDS,0.236,10.1,0.514,7.8,16.6,0.0,0.8,0.059
24,0.0,0.0,-12.0,-5.0,13.7,0.0,0.4,2,15,Ángel Delgado,-7.0,14.6,0.0,4.3,[<Position.CENTER: 'CENTER'>],delgaan01,3.1,Team.LOS_ANGELES_CLIPPERS,0.0,14.1,0.255,0.0,16.5,0.0,0.0,-0.055
28,35.7,0.0,-4.1,-0.6,9.9,0.1,0.211,12,97,Matthew Dellavedova,-3.5,0.0,0.0,7.5,[<Position.POINT_GUARD: 'POINT GUARD'>],dellama01,1.0,Team.MILWAUKEE_BUCKS,0.579,5.2,0.482,34.6,13.7,-0.1,0.1,0.043
28,31.3,0.2,-4.5,-3.0,9.9,-0.1,0.215,36,715,Matthew Dellavedova,-1.4,0.9,0.5,11.5,[<Position.POINT_GUARD: 'POINT GUARD'>],dellama01,0.8,Team.CLEVELAND_CAVALIERS,0.534,5.2,0.537,18.9,18.4,-0.4,0.4,0.026
33,6.5,1.7,0.0,-0.3,14.6,0.3,0.297,22,392,Luol Deng,0.2,5.4,0.5,14.6,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],denglu01,1.8,Team.MINNESOTA_TIMBERWOLVES,0.373,10.0,0.588,9.5,15.8,0.2,0.8,0.101
29,27.6,1.1,1.1,0.1,16.4,2.6,0.336,77,2688,DeMar DeRozan,1.0,2.2,3.6,19.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],derozde01,1.6,Team.SAN_ANTONIO_SPURS,0.034,9.4,0.542,11.7,27.9,2.2,6.3,0.112
22,2.2,1.3,-2.7,-5.3,7.6,0.0,0.152,11,67,Marcus Derrickson,2.6,13.3,0.2,19.4,[<Position.POWER_FORWARD: 'POWER FORWARD'>],derrima01,0.0,Team.GOLDEN_STATE_WARRIORS,0.606,10.4,0.653,7.9,24.4,0.0,0.2,0.155
22,5.1,3.0,-0.9,0.1,29.3,1.2,0.247,64,896,Cheick Diallo,-1.1,8.8,1.4,17.5,[<Position.POWER_FORWARD: 'POWER FORWARD'>],diallch01,1.5,Team.NEW_ORLEANS_PELICANS,0.015,19.2,0.644,14.0,16.0,0.2,2.6,0.14
20,4.4,1.6,-4.2,0.2,12.0,0.7,0.358,51,526,Hamidou Diallo,-4.4,7.2,0.1,10.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],diallha01,1.9,Team.OKLAHOMA_CITY_THUNDER,0.145,9.5,0.497,10.7,16.6,-0.3,0.8,0.069
29,10.3,3.4,0.6,0.9,24.1,1.3,0.281,76,1031,Gorgui Dieng,-0.3,8.3,1.5,18.1,[<Position.CENTER: 'CENTER'>],dienggo01,2.2,Team.MINNESOTA_TIMBERWOLVES,0.149,16.1,0.572,11.9,19.6,0.7,2.8,0.132
25,25.6,0.7,0.6,-0.8,7.6,1.4,0.43,68,1914,Spencer Dinwiddie,1.4,1.4,3.5,16.3,[<Position.POINT_GUARD: 'POINT GUARD'>],dinwisp01,1.0,Team.BROOKLYN_NETS,0.447,4.6,0.58,13.4,24.9,1.3,4.8,0.121
22,9.7,1.2,-2.2,0.6,11.4,0.6,0.097,27,411,Donte DiVincenzo,-2.8,4.2,0.0,9.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],divindo01,1.5,Team.MILWAUKEE_BUCKS,0.669,8.0,0.507,12.8,15.1,0.0,0.6,0.069
19,31.6,0.9,3.9,0.3,21.9,2.8,0.409,72,2318,Luka Dončić,3.6,4.0,2.1,19.6,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],doncilu01,1.6,Team.DALLAS_MAVERICKS,0.433,13.0,0.545,15.0,30.5,3.4,4.9,0.101
22,9.3,0.3,-4.9,-1.5,14.6,0.1,0.292,27,251,Tyler Dorsey,-3.4,3.7,-0.2,7.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dorsety01,1.3,Team.ATLANTA_HAWKS,0.438,9.0,0.448,9.1,17.9,-0.2,-0.1,-0.01
22,14.2,0.2,-2.7,-2.4,13.3,0.3,0.2,21,447,Tyler Dorsey,-0.3,4.4,0.4,13.1,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dorsety01,0.8,Team.MEMPHIS_GRIZZLIES,0.531,8.8,0.541,8.2,20.7,-0.1,0.7,0.073
24,10.4,0.4,-2.6,-0.9,12.2,0.9,0.14,73,2004,Damyean Dotson,-1.7,1.7,0.7,10.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],dotsoda01,1.4,Team.NEW_YORK_KNICKS,0.49,6.8,0.526,8.7,17.3,-0.3,1.5,0.037
22,13.7,0.0,-2.0,-0.6,23.1,0.1,0.095,6,51,PJ Dozier,-1.3,12.5,0.1,16.0,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],doziepj01,1.9,Team.BOSTON_CELTICS,0.381,17.8,0.434,0.0,18.5,0.0,0.1,0.125
32,27.3,0.5,-1.1,-0.6,9.8,1.0,0.233,36,991,Goran Dragić,-0.5,2.1,0.6,13.9,[<Position.POINT_GUARD: 'POINT GUARD'>],dragigo01,1.5,Team.MIAMI_HEAT,0.379,6.0,0.517,12.9,23.7,0.2,1.6,0.079
25,7.2,4.4,2.1,0.8,34.7,5.9,0.392,79,2647,Andre Drummond,1.3,16.8,4.1,23.4,[<Position.CENTER: 'CENTER'>],drumman01,2.5,Team.DETROIT_PISTONS,0.036,25.4,0.555,12.4,22.9,2.7,10.0,0.181
33,9.2,1.0,-1.8,1.1,10.4,1.2,0.192,59,1220,Jared Dudley,-2.9,2.9,0.6,7.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],dudleja01,1.4,Team.BROOKLYN_NETS,0.632,6.7,0.554,14.2,10.4,0.1,1.8,0.07
24,30.0,1.3,-2.7,0.2,13.3,1.2,0.136,46,1389,Kris Dunn,-2.8,1.5,-0.5,12.4,[<Position.POINT_GUARD: 'POINT GUARD'>],dunnkr01,2.4,Team.CHICAGO_BULLS,0.19,7.3,0.484,16.2,20.1,-0.2,0.6,0.022
30,26.2,2.6,5.5,0.1,17.5,2.9,0.366,78,2702,Kevin Durant,5.4,1.4,8.6,24.2,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],duranke01,1.0,Team.GOLDEN_STATE_WARRIORS,0.281,9.8,0.631,12.3,29.0,5.1,11.5,0.204
20,59.0,0.0,24.4,5.3,16.0,0.0,0.0,3,6,Trevon Duval,19.1,0.0,0.1,38.3,[<Position.POINT_GUARD: 'POINT GUARD'>],duvaltr01,0.0,Team.MILWAUKEE_BUCKS,0.333,8.5,0.833,0.0,20.9,0.0,0.1,0.537
22,0.0,0.0,-6.4,-4.8,7.1,0.0,0.0,2,16,Vince Edwards,-1.6,6.8,0.0,3.8,[<Position.SMALL_FORWARD: 'SMALL FORWARD'>],edwarvi01,0.0,Team.HOUSTON_ROCKETS,1.0,6.9,0.375,0.0,10.9,0.0,0.0,-0.014
22,6.2,0.0,2.2,0.2,40.9,0.0,0.2,2,25,Henry Ellenson,2.1,0.0,0.0,14.8,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ellenhe01,0.0,Team.DETROIT_PISTONS,0.4,19.7,0.551,0.0,18.8,0.0,0.1,0.149
22,10.0,0.7,-1.9,-0.5,23.8,0.2,0.271,17,234,Henry Ellenson,-1.4,2.2,0.1,12.9,[<Position.POWER_FORWARD: 'POWER FORWARD'>],ellenhe01,1.4,Team.NEW_YORK_KNICKS,0.4,12.7,0.536,8.6,19.0,0.0,0.3,0.07
31,7.8,0.5,0.2,0.9,8.2,0.6,0.087,25,533,Wayne Ellington,-0.7,1.2,0.4,10.8,[<Position.SHOOTING_GUARD: 'SHOOTING GUARD'>],ellinwa01,2.2,Team.MIAMI_HEAT,0.842,4.7,0.547,6.8,16.5,0.3,1.0,0.091
